"id","baseline","webview_all","webview_android","webview_ios","webview_android_unsupported_compat_features","webview_ios_unsupported_compat_features"
"selection-api","2 - widely",FALSE,"supported","partial","","api.Node.selectstart_event, api.Range, api.Range.Range, api.Range.cloneContents, api.Range.cloneRange, api.Range.collapse, api.Range.collapse.toStart_parameter_optional, api.Range.collapsed, api.Range.commonAncestorContainer, api.Range.compareBoundaryPoints, api.Range.comparePoint, api.Range.createContextualFragment, api.Range.deleteContents, api.Range.detach, api.Range.endContainer, api.Range.endOffset, api.Range.extractContents, api.Range.getBoundingClientRect, api.Range.getClientRects, api.Range.insertNode, api.Range.intersectsNode, api.Range.isPointInRange, api.Range.selectNode, api.Range.selectNodeContents, api.Range.setEnd, api.Range.setEndAfter, api.Range.setEndBefore, api.Range.setStart, api.Range.setStartAfter, api.Range.setStartBefore, api.Range.startContainer, api.Range.startOffset, api.Range.surroundContents, api.Range.toString, api.Selection, api.Selection.addRange, api.Selection.anchorNode, api.Selection.anchorOffset, api.Selection.collapse, api.Selection.collapseToEnd, api.Selection.collapseToStart, api.Selection.containsNode, api.Selection.deleteFromDocument, api.Selection.direction, api.Selection.empty, api.Selection.extend, api.Selection.focusNode, api.Selection.focusOffset, api.Selection.getRangeAt, api.Selection.isCollapsed, api.Selection.modify, api.Selection.rangeCount, api.Selection.removeAllRanges, api.Selection.removeRange, api.Selection.selectAllChildren, api.Selection.setBaseAndExtent, api.Selection.setPosition, api.Selection.toString, api.Selection.type, api.StaticRange, api.StaticRange.StaticRange, api.StaticRange.collapsed, api.StaticRange.endContainer, api.StaticRange.endOffset, api.StaticRange.startContainer, api.StaticRange.startOffset, api.Window.getSelection"
"selectors","2 - widely",TRUE,"supported","supported","",""
"serial","0 - limited",FALSE,"unsupported","unsupported","api.Navigator.serial, api.Serial, api.Serial.getPorts, api.Serial.requestPort, api.Serial.requestPort.allowedBluetoothServiceClassIds_option, api.Serial.requestPort.filters_bluetoothServiceClassId, api.SerialPort, api.SerialPort.close, api.SerialPort.connect_event, api.SerialPort.connect_event.bluetooth_rfcomm, api.SerialPort.connected, api.SerialPort.disconnect_event, api.SerialPort.disconnect_event.bluetooth_rfcomm, api.SerialPort.forget, api.SerialPort.getInfo, api.SerialPort.getInfo.bluetoothServiceClassId, api.SerialPort.getSignals, api.SerialPort.open, api.SerialPort.readable, api.SerialPort.setSignals, api.SerialPort.writable, api.WorkerNavigator.serial, html.elements.iframe.allow.serial, http.headers.Permissions-Policy.serial","api.Navigator.serial, api.Serial, api.Serial.getPorts, api.Serial.requestPort, api.Serial.requestPort.allowedBluetoothServiceClassIds_option, api.Serial.requestPort.filters_bluetoothServiceClassId, api.SerialPort, api.SerialPort.close, api.SerialPort.connect_event, api.SerialPort.connect_event.bluetooth_rfcomm, api.SerialPort.connected, api.SerialPort.disconnect_event, api.SerialPort.disconnect_event.bluetooth_rfcomm, api.SerialPort.forget, api.SerialPort.getInfo, api.SerialPort.getInfo.bluetoothServiceClassId, api.SerialPort.getSignals, api.SerialPort.open, api.SerialPort.readable, api.SerialPort.setSignals, api.SerialPort.writable, api.WorkerNavigator.serial, html.elements.iframe.allow.serial, http.headers.Permissions-Policy.serial"
"serializable-errors","0 - limited",FALSE,"supported","unsupported","","api.DOMException.serializable_object, javascript.builtins.Error.serializable_object, javascript.builtins.EvalError.serializable_object, javascript.builtins.RangeError.serializable_object, javascript.builtins.ReferenceError.serializable_object, javascript.builtins.SyntaxError.serializable_object, javascript.builtins.TypeError.serializable_object, javascript.builtins.URIError.serializable_object"
"server-sent-events","2 - widely",TRUE,"supported","supported","",""
"server-timing","2 - widely",FALSE,"partial","partial","http.headers.Server-Timing.trailer","http.headers.Server-Timing.trailer"
"service-workers","2 - widely",FALSE,"partial","partial","api.FetchEvent.respondWith.resource_url, api.FetchEvent.resultingClientId, api.InstallEvent, api.InstallEvent.InstallEvent, api.InstallEvent.addRoutes, api.NavigationPreloadManager, api.NavigationPreloadManager.disable, api.NavigationPreloadManager.enable, api.NavigationPreloadManager.getState, api.NavigationPreloadManager.setHeaderValue, api.Navigator.serviceWorker, api.ServiceWorker, api.ServiceWorker.postMessage, api.ServiceWorker.scriptURL, api.ServiceWorker.state, api.ServiceWorker.statechange_event, api.ServiceWorkerContainer, api.ServiceWorkerContainer.controller, api.ServiceWorkerContainer.controllerchange_event, api.ServiceWorkerContainer.getRegistration, api.ServiceWorkerContainer.getRegistrations, api.ServiceWorkerContainer.message_event, api.ServiceWorkerContainer.ready, api.ServiceWorkerContainer.register, api.ServiceWorkerContainer.startMessages, api.ServiceWorkerContainer.worker_support, api.ServiceWorkerGlobalScope, api.ServiceWorkerGlobalScope.activate_event, api.ServiceWorkerGlobalScope.clients, api.ServiceWorkerGlobalScope.fetch_event, api.ServiceWorkerGlobalScope.install_event, api.ServiceWorkerGlobalScope.message_event, api.ServiceWorkerGlobalScope.registration, api.ServiceWorkerGlobalScope.serviceWorker, api.ServiceWorkerGlobalScope.skipWaiting, api.ServiceWorkerRegistration.active, api.ServiceWorkerRegistration.installing, api.ServiceWorkerRegistration.navigationPreload, api.ServiceWorkerRegistration.scope, api.ServiceWorkerRegistration.unregister, api.ServiceWorkerRegistration.update, api.ServiceWorkerRegistration.updateViaCache, api.ServiceWorkerRegistration.updatefound_event, api.ServiceWorkerRegistration.waiting, api.WindowClient, api.WindowClient.ancestorOrigins, api.WindowClient.focus, api.WindowClient.focused, api.WindowClient.navigate, api.WindowClient.visibilityState, api.WorkerNavigator.serviceWorker, api.caches, api.caches.secure_context_required, api.caches.worker_support, http.headers.Service-Worker-Navigation-Preload","api.Client, api.Client.frameType, api.Client.id, api.Client.postMessage, api.Client.type, api.Client.url, api.Clients, api.Clients.claim, api.Clients.get, api.Clients.matchAll, api.Clients.matchAll.options_includeUncontrolled_parameter, api.Clients.openWindow, api.ExtendableEvent, api.ExtendableEvent.ExtendableEvent, api.ExtendableEvent.waitUntil, api.ExtendableEvent.waitUntil.async_waitUntil, api.ExtendableMessageEvent, api.ExtendableMessageEvent.ExtendableMessageEvent, api.ExtendableMessageEvent.data, api.ExtendableMessageEvent.lastEventId, api.ExtendableMessageEvent.origin, api.ExtendableMessageEvent.ports, api.ExtendableMessageEvent.source, api.FetchEvent, api.FetchEvent.FetchEvent, api.FetchEvent.clientId, api.FetchEvent.handled, api.FetchEvent.preloadResponse, api.FetchEvent.request, api.FetchEvent.respondWith, api.FetchEvent.respondWith.networkerror_on_same-origin_cors, api.FetchEvent.respondWith.resource_url, api.FetchEvent.resultingClientId, api.InstallEvent, api.InstallEvent.InstallEvent, api.InstallEvent.addRoutes, api.NavigationPreloadManager, api.NavigationPreloadManager.disable, api.NavigationPreloadManager.enable, api.NavigationPreloadManager.getState, api.NavigationPreloadManager.setHeaderValue, api.Navigator.serviceWorker, api.ServiceWorker, api.ServiceWorker.postMessage, api.ServiceWorker.scriptURL, api.ServiceWorker.state, api.ServiceWorker.statechange_event, api.ServiceWorkerContainer, api.ServiceWorkerContainer.controller, api.ServiceWorkerContainer.controllerchange_event, api.ServiceWorkerContainer.getRegistration, api.ServiceWorkerContainer.getRegistrations, api.ServiceWorkerContainer.message_event, api.ServiceWorkerContainer.ready, api.ServiceWorkerContainer.register, api.ServiceWorkerContainer.startMessages, api.ServiceWorkerContainer.worker_support, api.ServiceWorkerGlobalScope, api.ServiceWorkerGlobalScope.activate_event, api.ServiceWorkerGlobalScope.clients, api.ServiceWorkerGlobalScope.fetch_event, api.ServiceWorkerGlobalScope.install_event, api.ServiceWorkerGlobalScope.message_event, api.ServiceWorkerGlobalScope.registration, api.ServiceWorkerGlobalScope.serviceWorker, api.ServiceWorkerGlobalScope.skipWaiting, api.ServiceWorkerRegistration.active, api.ServiceWorkerRegistration.installing, api.ServiceWorkerRegistration.navigationPreload, api.ServiceWorkerRegistration.scope, api.ServiceWorkerRegistration.unregister, api.ServiceWorkerRegistration.update, api.ServiceWorkerRegistration.updateViaCache, api.ServiceWorkerRegistration.updatefound_event, api.ServiceWorkerRegistration.waiting, api.WindowClient, api.WindowClient.ancestorOrigins, api.WindowClient.focus, api.WindowClient.focused, api.WindowClient.navigate, api.WindowClient.visibilityState, api.WorkerNavigator.serviceWorker, api.caches, api.caches.secure_context_required, api.caches.worker_support, http.headers.Service-Worker-Navigation-Preload"
"set","2 - widely",TRUE,"supported","supported","",""
"set-methods","1 - newly",TRUE,"supported","supported","",""
"setinterval","2 - widely",TRUE,"supported","supported","",""
"settimeout","2 - widely",TRUE,"supported","supported","",""
"shadow-dom","2 - widely",TRUE,"supported","supported","",""
"shadow-parts","2 - widely",TRUE,"supported","supported","",""
"shape-outside","2 - widely",FALSE,"partial","partial","css.properties.shape-outside.path, css.properties.shape-outside.polygon","css.properties.shape-image-threshold.percentages, css.properties.shape-margin, css.properties.shape-outside, css.properties.shape-outside.circle, css.properties.shape-outside.gradient, css.properties.shape-outside.image, css.properties.shape-outside.inset, css.properties.shape-outside.none, css.properties.shape-outside.path, css.properties.shape-outside.polygon"
"shapes","2 - widely",TRUE,"supported","supported","",""
"share","0 - limited",FALSE,"unsupported","partial","api.Navigator.canShare, api.Navigator.canShare.data_files_parameter, api.Navigator.canShare.data_text_parameter, api.Navigator.share, api.Navigator.share.data_files_parameter, api.Navigator.share.data_text_parameter, html.elements.iframe.allow.web-share, http.headers.Permissions-Policy.web-share","html.elements.iframe.allow.web-share, http.headers.Permissions-Policy.web-share"
"shared-memory","2 - widely",FALSE,"partial","partial","javascript.builtins.Atomics.Atomic_operations_on_non_shared_buffers, javascript.builtins.Atomics.add, javascript.builtins.Atomics.and, javascript.builtins.Atomics.compareExchange, javascript.builtins.Atomics.exchange, javascript.builtins.Atomics.isLockFree, javascript.builtins.Atomics.load, javascript.builtins.Atomics.notify, javascript.builtins.Atomics.or, javascript.builtins.Atomics.store, javascript.builtins.Atomics.sub, javascript.builtins.Atomics.wait, javascript.builtins.Atomics.xor, javascript.builtins.DataView.DataView.sharedarraybuffer_support, javascript.builtins.SharedArrayBuffer, javascript.builtins.SharedArrayBuffer.@@species, javascript.builtins.SharedArrayBuffer.SharedArrayBuffer, javascript.builtins.SharedArrayBuffer.byteLength, javascript.builtins.SharedArrayBuffer.slice","javascript.builtins.Atomics.Atomic_operations_on_non_shared_buffers, javascript.builtins.Atomics.add, javascript.builtins.Atomics.and, javascript.builtins.Atomics.compareExchange, javascript.builtins.Atomics.exchange, javascript.builtins.Atomics.isLockFree, javascript.builtins.Atomics.load, javascript.builtins.Atomics.notify, javascript.builtins.Atomics.or, javascript.builtins.Atomics.store, javascript.builtins.Atomics.sub, javascript.builtins.Atomics.wait, javascript.builtins.Atomics.xor, javascript.builtins.DataView.DataView.sharedarraybuffer_support, javascript.builtins.SharedArrayBuffer, javascript.builtins.SharedArrayBuffer.@@species, javascript.builtins.SharedArrayBuffer.SharedArrayBuffer, javascript.builtins.SharedArrayBuffer.byteLength, javascript.builtins.SharedArrayBuffer.slice"
"shared-storage","0 - limited",FALSE,"partial","unsupported","api.SharedStorage.createWorklet, api.SharedStorage.delete, api.SharedStorage.get, api.SharedStorage.run, api.SharedStorage.selectURL, api.SharedStorage.set, api.SharedStorage.worklet, api.SharedStorageWorklet, api.SharedStorageWorklet.run, api.SharedStorageWorklet.selectURL, api.SharedStorageWorkletGlobalScope, api.SharedStorageWorkletGlobalScope.register, api.SharedStorageWorkletGlobalScope.sharedStorage, api.Window.sharedStorage","api.HTMLIFrameElement.sharedStorageWritable, api.HTMLImageElement.sharedStorageWritable, api.SharedStorage, api.SharedStorage.append, api.SharedStorage.clear, api.SharedStorage.createWorklet, api.SharedStorage.delete, api.SharedStorage.get, api.SharedStorage.run, api.SharedStorage.selectURL, api.SharedStorage.set, api.SharedStorage.worklet, api.SharedStorageWorklet, api.SharedStorageWorklet.run, api.SharedStorageWorklet.selectURL, api.SharedStorageWorkletGlobalScope, api.SharedStorageWorkletGlobalScope.register, api.SharedStorageWorkletGlobalScope.sharedStorage, api.Window.sharedStorage"
"shared-storage-locks","0 - limited",FALSE,"unsupported","unsupported","api.SharedStorage.batchUpdate, api.SharedStorageAppendMethod, api.SharedStorageAppendMethod.SharedStorageAppendMethod, api.SharedStorageClearMethod, api.SharedStorageClearMethod.SharedStorageClearMethod, api.SharedStorageDeleteMethod, api.SharedStorageDeleteMethod.SharedStorageDeleteMethod, api.SharedStorageModifierMethod, api.SharedStorageSetMethod, api.SharedStorageSetMethod.SharedStorageSetMethod","api.SharedStorage.batchUpdate, api.SharedStorageAppendMethod, api.SharedStorageAppendMethod.SharedStorageAppendMethod, api.SharedStorageClearMethod, api.SharedStorageClearMethod.SharedStorageClearMethod, api.SharedStorageDeleteMethod, api.SharedStorageDeleteMethod.SharedStorageDeleteMethod, api.SharedStorageModifierMethod, api.SharedStorageSetMethod, api.SharedStorageSetMethod.SharedStorageSetMethod"
